11300111,312.0
11112002,320.0
40002110,321.0
21101111,328.0
11011121,331.0
12100310,331.0
20100221,333.0
12120101,337.0
23200100,342.0
20012012,346.0
02110112,352.0
21122000,353.0
21010022,354.0
12021020,356.0
20102210,357.0
02021021,358.0
11121200,361.0
02131100,365.0
11011220,368.0
21010202,368.0
12100103,369.0
01031201,370.0
22210010,371.0
03111110,374.0
00223100,378.0
00211121,381.0
12112100,385.0
20211101,389.0
10020023,389.0
21011300,391.0
11211020,392.0
00111131,401.0
21110111,402.0
20010311,403.0
10021220,410.0
12111101,412.0
03110012,412.0
32100002,426.0
01011113,428.0
12210020,432.0
10101230,432.0
00310220,438.0
11002310,443.0
20111120,446.0
11020121,447.0
22001102,448.0
12002201,450.0
21101120,460.0
00120122,468.6666666666667
10101041,475.0
30011111,482.0
02212001,486.0
02023001,491.0
11200211,502.0
21010112,517.0
10211201,521.0
11212010,548.0
11201012,582.8
21111110,587.5
01211120,634.0
21120101,761.0
10121201,767.0
30101111,769.0
21110120,783.0
11221100,783.0
12011012,784.0
01003022,784.0
22100120,788.0
11010032,789.0
00212300,790.0
01300310,792.0
10011122,794.0
02012120,795.0
02201111,796.0
10210202,796.0
10130021,797.0
11011112,798.0
12011210,802.0
11201021,802.0
21001112,803.0
22010030,804.0
11011301,805.0
12101120,806.0
20020121,807.0
00022211,808.0
22021010,809.0
10023011,809.0
20000222,810.0
11101202,810.0
22002002,810.0
13012001,810.0
02011121,811.0
30003200,811.0
11110112,812.0
21131000,814.0
01111112,814.0
00111212,814.0
10002221,817.0
21011111,818.0
11101013,818.0
11021201,819.0
21012011,819.0
01111211,820.0
30101030,820.0
13011002,822.0
11030102,822.0
12110111,822.0
01012013,823.0
32111000,825.0
11031110,826.0
01102121,827.0
00122111,828.0
10021022,828.0
12200201,829.0
00321110,829.0
01121012,831.0
11120102,833.0
21020111,835.0
01122011,836.0
20220002,837.0
11020211,838.0
00211211,840.0
30011120,842.0
11102021,862.0
11121110,864.0
11111111,873.0
03011120,879.0
11121011,880.0
01120112,880.0
31010201,881.0
30110111,883.0
02111012,883.0
01111202,884.0
11130020,885.0
12021011,885.0
20110031,886.0
12013001,886.0
11100311,887.0
21302000,889.0
20112110,890.0
00113102,890.0
00112130,893.0
11212100,894.0
22012100,900.0
11002220,949.0
20200121,951.0
01312010,951.0
20012120,954.0
10302011,960.0
20021120,1024.0
20201021,1024.0
11211002,1025.0
02301110,1025.0
20003030,1026.0
30001121,1026.0
10122101,1026.0
